time,open,high,low,close,tick_volume
2025-11-01 02:00:30,0.0,109968.95,110044.55,109967.15,4682297634415706112
2025-11-01 02:00:45,0.0,110026.35,110063.65,109970.45,4682299675384165171
2025-11-01 02:01:00,0.0,110059.95,110059.95,109962.25,4682296246282276045
2025-11-01 02:01:15,0.0,110014.35,110066.55,109959.45,4682299256195357082
2025-11-01 02:01:30,0.0,110053.75,110067.05,109936.35,4682296624239398093
2025-11-01 02:01:45,0.0,110015.55,110113.85,109987.75,4682299840310909338
2025-11-01 02:02:00,0.0,110066.65,110083.15,109995.95,4682296335617595802
2025-11-01 02:02:15,0.0,110011.35,110097.45,109855.05,4682294720709892506
2025-11-01 02:02:30,0.0,109987.85,110045.55,109917.15,4682293669301898445
2025-11-01 02:02:45,0.0,109977.65,110005.05,109912.15,4682291435918904525
2025-11-01 02:03:00,0.0,109940.05,110004.15,109881.35,4682292459839107891
2025-11-01 02:03:15,0.0,109952.95,110064.45,109943.25,4682299984621810483
2025-11-01 02:03:30,0.0,110064.45,110064.45,109988.35,4682295689654514483
2025-11-01 02:03:45,0.0,110001.95,110001.95,109905.35,4682291339711637094
2025-11-01 02:04:00,0.0,109932.4,109977.85,109846.75,4682294033515125146
2025-11-01 02:04:15,0.0,109976.55,109976.55,109859.15,4682292762204805530
2025-11-01 02:04:30,0.0,109959.35,110232.15,109959.35,4682294095362654208
2025-11-01 02:04:45,0.0,109978.75,110021.95,109938.65,4682294823789107610
2025-11-01 02:05:00,0.0,109985.95,110013.75,109929.85,4682295325441287782
2025-11-01 02:05:15,0.0,109996.65,110007.25,109938.65,4682292473583003238
2025-11-01 02:05:30,0.0,109955.15,110059.55,109945.45,4682294741325735526
2025-11-01 02:05:45,0.0,109988.15,110020.25,109929.95,4682296802910037606
2025-11-01 02:06:00,0.0,110018.15,110114.65,109987.75,4682301448346664960
2025-11-01 02:06:15,0.0,110088.15,110167.35,110017.75,4682303771064978637
2025-11-01 02:06:30,0.0,110119.55,110439.85,110070.55,4682323527914540237
2025-11-01 02:06:45,0.0,110405.75,110758.85,110389.75,4682339594528201114
2025-11-01 02:07:00,0.0,110644.25,110677.65,110417.35,4682329052960469811
2025-11-01 02:07:15,0.0,110490.45,110569.95,110303.05,4682324689273697075
2025-11-01 02:07:30,0.0,110422.15,110487.55,110250.55,4682326503467882906
2025-11-01 02:07:45,0.0,110450.35,110542.35,110317.75,4682328358893754778
2025-11-01 02:08:00,0.0,110483.45,110508.05,110344.05,4682319198587505869
2025-11-01 02:08:15,0.0,110344.05,110403.45,110295.45,4682321541921662566
2025-11-01 02:08:30,0.0,110378.15,110493.85,110267.35,4682329492765120922
2025-11-01 02:08:45,0.0,110488.25,110697.95,110488.25,4682338838613957018
2025-11-01 02:09:00,0.0,110634.45,110658.45,110489.15,4682331038953347482
2025-11-01 02:09:15,0.0,110516.35,110526.95,110400.95,4682328138991429222
2025-11-01 02:09:30,0.0,110477.25,110690.95,110436.15,4682341312515119514
2025-11-01 02:09:45,0.0,110662.35,111009.95,110630.25,4682355269440844595
2025-11-01 02:10:00,0.0,110871.25,110987.85,110759.05,4682349153407415091
2025-11-01 02:10:15,0.0,110779.95,110836.15,110682.55,4682348301285903565
2025-11-01 02:10:30,0.0,110767.55,110820.75,110702.45,4682351070680816026
2025-11-01 02:10:45,0.0,110807.85,110827.65,110733.35,4682352245783868211
2025-11-01 02:11:00,0.0,110827.55,110969.35,110827.55,4682361048748838093
2025-11-01 02:11:15,0.0,110950.15,111016.35,110880.55,4682360189755378893
2025-11-01 02:11:30,0.0,110937.85,110937.85,110551.35,4682336660206544486
2025-11-01 02:11:45,0.0,110593.05,110688.25,110491.65,4682342192124421734
2025-11-01 02:12:00,0.0,110680.95,110830.25,110556.3,4682352115216862413
2025-11-01 02:12:15,0.0,110819.35,110819.35,110538.05,4682332530165992653
2025-11-01 02:12:30,0.0,110538.05,110538.05,110315.15,4682320524873406874
2025-11-01 02:12:45,0.0,110366.15,110467.65,110347.85,4682327204406545613
2025-11-01 02:13:00,0.0,110458.55,110647.25,110440.15,4682338041468026880
2025-11-01 02:13:15,0.0,110618.25,110851.65,110618.25,4682352012137647309
2025-11-01 02:13:30,0.0,110818.05,110942.85,110690.25,4682356052842879386
2025-11-01 02:13:45,0.0,110880.45,111195.25,110880.45,4682374772028342272
2025-11-01 02:14:00,0.0,111158.25,111206.45,111021.45,4682369178262935962
2025-11-01 02:14:15,0.0,111071.35,111145.45,110862.35,4682358045707704730
2025-11-01 02:14:30,0.0,110909.35,110990.65,110765.95,4682349462645060403
2025-11-01 02:14:45,0.0,110784.45,110795.25,110653.45,4682344130013665690
2025-11-01 02:15:00,0.0,110700.05,110736.65,110557.75,4682335450743753933
2025-11-01 02:15:15,0.0,110580.55,110580.55,110148.05,4682321370122970726
2025-11-01 02:15:30,0.0,110375.05,110449.35,110251.55,4682319109252186112
2025-11-01 02:15:45,0.0,110342.75,110569.85,110272.85,4682332193440556646
2025-11-01 02:16:00,0.0,110527.55,110636.15,110400.75,4682326118638813184
2025-11-01 02:16:15,0.0,110439.15,110508.05,110170.55,4682314257657128550
2025-11-01 02:16:30,0.0,110274.15,110512.85,110265.45,4682317494344482816
2025-11-01 02:16:45,0.0,110315.35,110487.95,110165.15,4682322449018755482
2025-11-01 02:17:00,0.0,110385.95,110407.65,110242.25,4682320208763813888
2025-11-01 02:17:15,0.0,110358.75,110525.05,110344.45,4682329492765120922
2025-11-01 02:17:30,0.0,110493.85,110539.75,110202.35,4682312477822681088
2025-11-01 02:17:45,0.0,110246.25,110324.65,110057.05,4682301633889252147
2025-11-01 02:18:00,0.0,110075.05,110107.65,109768.55,4682281801448266138
2025-11-01 02:18:15,0.0,109804.75,110060.55,109705.65,4682299084396665242
2025-11-01 02:18:30,0.0,110051.35,110095.25,109908.15,4682298486537217638
2025-11-01 02:18:45,0.0,110039.15,110104.55,109926.15,4682301262804077773
2025-11-01 02:19:00,0.0,110083.05,110213.85,110063.25,4682309138056111718
2025-11-01 02:19:15,0.0,110197.65,110241.95,110110.25,4682304485747536691
2025-11-01 02:19:30,0.0,110129.55,110129.55,109996.35,4682297077787944550
2025-11-01 02:19:45,0.0,110023.85,110162.25,109990.85,4682306595435472486
2025-11-01 02:20:00,0.0,110164.25,110243.15,110143.35,4682305970088234189
2025-11-01 02:20:15,0.0,110151.55,110254.95,110142.95,4682310890402768486
2025-11-01 02:20:30,0.0,110221.5,110270.35,110157.15,4682312883267593830
2025-11-01 02:20:45,0.0,110252.15,110307.45,110245.85,4682316518527913165
2025-11-01 02:21:00,0.0,110305.55,110307.35,110180.75,4682308753227041997
2025-11-01 02:21:15,0.0,110187.15,110187.15,109923.45,4682290906778933658
2025-11-01 02:21:30,0.0,109936.45,110122.25,109933.15,4682297139635473613
2025-11-01 02:21:45,0.0,110025.15,110152.45,110002.75,4682305392844629606
2025-11-01 02:22:00,0.0,110143.15,110180.35,109934.05,4682291607717596365
2025-11-01 02:22:15,0.0,109948.15,110015.95,109848.45,4682288013688963072
2025-11-01 02:22:30,0.0,109890.25,110057.45,109885.75,4682297070915996877
2025-11-01 02:22:45,0.0,110025.15,110058.35,109992.05,4682299565433002394
2025-11-01 02:23:00,0.0,110058.75,110103.85,109938.15,4682293813612799590
2025-11-01 02:23:15,0.0,109979.6,110028.95,109946.35,4682294356496665805
2025-11-01 02:23:30,0.0,109982.55,110047.95,109970.35,4682296315001752781
2025-11-01 02:23:45,0.0,110011.45,110084.85,109952.35,4682293435655677542
2025-11-01 03:00:00,0.0,109969.15,109985.25,109920.65,4682290851803352269
2025-11-01 03:00:15,0.0,109934.35,109991.65,109926.85,4682293325704514765
2025-11-01 03:00:30,0.0,109967.55,109967.55,109462.05,4682269053985331610
2025-11-01 03:00:45,0.0,109610.65,109882.55,109522.95,4682287484548992205
2025-11-01 03:01:00,0.0,109884.9,110468.95,109884.9,4682326118638813184
2025-11-01 03:01:15,0.0,110448.05,110475.75,110115.55,4682305997576024883
2025-11-01 03:01:30,0.0,110155.85,110511.45,110135.55,4682321851159307878
2025-11-01 03:01:45,0.0,110388.05,110719.95,110316.75,4682331038953347482
2025-11-01 03:02:00,0.0,110509.75,110731.45,110475.05,4682340061820642918
2025-11-01 03:02:15,0.0,110640.8,110663.65,110303.25,4682316394832855040
2025-11-01 03:02:30,0.0,110308.75,110345.55,110210.25,4682312333511779942
2025-11-01 03:02:45,0.0,110244.15,110279.05,109722.95,4682276516920505139
2025-11-01 03:03:00,0.0,109718.35,109814.45,109441.95,4682274647750737920
2025-11-01 03:03:15,0.0,109703.35,109779.85,109496.35,4682269129576756019
2025-11-01 03:03:30,0.0,109613.4,109755.45,109325.15,4682274840165272781
2025-11-01 03:03:45,0.0,109705.05,109865.45,109548.25,4682270600173558170
2025-11-01 03:04:00,0.0,109631.95,109732.25,109375.25,4682270991874575565
2025-11-01 03:04:15,0.0,109638.95,109646.25,109200.05,4682241421883736064
2025-11-01 03:04:30,0.0,109211.25,109211.25,108789.85,4682214882421820621
2025-11-01 03:04:45,0.0,108833.45,109048.35,108624.95,4682226977049726157
2025-11-01 03:05:00,0.0,108996.15,109122.75,108165.55,4682172296962087322
2025-11-01 03:05:15,0.0,108210.25,108440.05,107934.65,4682165088288977715
2025-11-01 03:05:30,0.0,108097.75,108362.15,107942.75,4682173698839412736
2025-11-01 03:05:45,0.0,108220.85,108220.85,107877.85,4682151385625316557
2025-11-01 03:06:00,0.0,107895.65,107967.05,107479.05,4682137284388690330
2025-11-01 03:06:15,0.0,107699.55,107861.75,107446.35,4682143771507294208
2025-11-01 03:06:30,0.0,107791.25,107904.75,107648.95,4682136645297556685
2025-11-01 03:06:45,0.0,107691.75,107945.55,107678.45,4682148148937962291
2025-11-01 03:07:00,0.0,107863.65,107994.65,107748.05,4682153811422845338
2025-11-01 03:07:15,0.0,107928.45,108025.55,107711.85,4682153474697409331
2025-11-01 03:07:30,0.0,107937.65,107961.55,107480.45,4682128000387383296
2025-11-01 03:07:45,0.0,107567.45,107642.75,107362.85,4682128206545813504
2025-11-01 03:08:00,0.0,107559.85,107664.05,107250.05,4682110827390146970
2025-11-01 03:08:15,0.0,107310.25,107534.65,107282.15,4682118510227646054
2025-11-01 03:08:30,0.0,107428.45,107622.85,107274.95,4682111170987530650
2025-11-01 03:08:45,0.0,107314.35,107612.85,106970.05,4682120791714273690
2025-11-01 03:09:00,0.0,107453.25,107453.25,107231.25,4682117396972122931
2025-11-01 03:09:15,0.0,107400.95,107787.65,107269.05,4682131264562528256
2025-11-01 03:09:30,0.0,107603.35,107678.95,107448.15,4682120262574302822
2025-11-01 03:09:45,0.0,107446.35,107665.25,107409.05,4682119190550465741
2025-11-01 03:10:00,0.0,107441.65,107684.15,107382.45,4682127216985348506
2025-11-01 03:10:15,0.0,107550.35,107550.35,107170.05,4682102794083316531
2025-11-01 03:10:30,0.0,107190.35,107260.45,107089.15,4682102952138113024
2025-11-01 03:10:45,0.0,107197.35,107570.45,106957.95,4682128137826336768
2025-11-01 03:11:00,0.0,107561.85,107890.85,107506.75,4682142403989707162
2025-11-01 03:11:15,0.0,107765.45,107765.45,107270.05,4682113349394943181
2025-11-01 03:11:30,0.0,107350.85,107439.95,107176.95,4682110930469362074
2025-11-01 03:11:45,0.0,107308.05,107313.35,107060.35,4682101811394799206
2025-11-01 03:12:00,0.0,107176.65,107535.75,107174.45,4682123093816744346
2025-11-01 03:12:15,0.0,107484.85,107599.25,107460.75,4682128529527354163
2025-11-01 03:12:30,0.0,107563.05,107563.05,107179.55,4682104917515147674
2025-11-01 03:12:45,0.0,107230.55,107305.65,106725.25,4682085311848434893
2025-11-01 03:13:00,0.0,106946.55,107563.55,106943.25,4682124000913837261
2025-11-01 03:13:15,0.0,107514.35,107773.55,107435.55,4682131752470813082
2025-11-01 03:13:30,0.0,107619.65,107740.65,107482.75,4682138308308893696
2025-11-01 03:13:45,0.0,107711.75,107890.35,107632.05,4682141881721683968
2025-11-01 03:14:00,0.0,107769.95,108168.55,107690.05,4682160339773135258
2025-11-01 03:14:15,0.0,108038.75,108226.95,108025.65,4682173087236069786
2025-11-01 03:14:30,0.0,108221.35,108224.55,107803.65,4682144623628805734
2025-11-01 03:14:45,0.0,107803.25,107938.75,107686.05,4682140582923573658
2025-11-01 03:15:00,0.0,107738.45,107756.95,107581.45,4682135662609039360
2025-11-01 03:15:15,0.0,107671.1,107730.95,107549.35,4682134961670376653
2025-11-01 03:15:30,0.0,107663.05,108012.75,107663.05,4682146540902206669
2025-11-01 03:15:45,0.0,107834.65,108043.55,107733.65,4682149935644357427
2025-11-01 03:16:00,0.0,107880.95,108300.15,107846.25,4682148045858747187
2025-11-01 03:16:15,0.0,107851.5,107894.45,107499.05,4682124743084186010
2025-11-01 03:16:30,0.0,107523.55,107807.75,107337.15,4682130192538691174
2025-11-01 03:16:45,0.0,107586.55,108036.35,107486.05,4682160360388978278
2025-11-01 03:17:00,0.0,108038.75,108126.25,107497.75,4682131147739417805
2025-11-01 03:17:15,0.0,107610.35,107610.35,105688.15,4682017581932163891
2025-11-01 03:17:30,0.0,105940.95,106515.85,105475.05,4682024673782163046
2025-11-01 03:17:45,0.0,106064.45,106271.25,105612.05,4682001508446555341
2025-11-01 03:18:00,0.0,105721.85,106135.15,105277.45,4682023189441465549
2025-11-01 03:18:15,0.0,106033.35,106544.35,105774.85,4682043681589428224
2025-11-01 03:18:30,0.0,106333.25,106606.25,106177.25,4682051852335212134
2025-11-01 03:18:45,0.0,106456.85,106759.25,106390.05,4682064764724890829
2025-11-01 03:19:00,0.0,106649.85,106895.15,106498.05,4682075794200906957
2025-11-01 03:19:15,0.0,106799.15,107718.55,106746.35,4682093104637096755
2025-11-01 03:19:30,0.0,107054.15,107548.75,107027.05,4682118743873866957
2025-11-01 03:19:45,0.0,107433.25,107640.25,107286.95,4682119754050174976
2025-11-01 03:20:00,0.0,107443.15,107565.85,107162.85,4682102072528810803
2025-11-01 03:20:15,0.0,107181.75,107501.65,107074.15,4682105158033316250
2025-11-01 03:20:30,0.0,107231.15,107373.95,106843.55,4682080185375470387
2025-11-01 03:20:45,0.0,106859.25,107157.25,106776.15,4682084287928231526
2025-11-01 03:21:00,0.0,106948.2,107026.35,106409.65,4682072763671982899
2025-11-01 03:21:15,0.0,106754.05,107120.15,106733.05,4682083078465440973
2025-11-01 03:21:30,0.0,106908.05,107361.35,106888.95,4682105542862385971
2025-11-01 03:21:45,0.0,107240.95,107343.65,106995.75,4682093166484625818
2025-11-01 03:22:00,0.0,107061.25,107139.05,106677.85,4682067540991750963
2025-11-01 03:22:15,0.0,106677.85,106809.85,106473.55,4682069224618930995
2025-11-01 03:22:30,0.0,106707.85,107001.15,106576.15,4682063919475326976
2025-11-01 03:22:45,0.0,106631.45,106686.75,106290.55,4682063830140007219
2025-11-01 03:23:00,0.0,106625.05,107069.95,106505.85,4682056786393641779
2025-11-01 03:23:15,0.0,106525.75,106761.65,106041.25,4682061555525327258
2025-11-01 03:23:30,0.0,106599.85,107009.15,106511.05,4682088404224888013
2025-11-01 03:23:45,0.0,106985.55,107011.45,106786.25,4682079683723290214
2025-11-01 04:00:00,0.0,106858.65,106858.65,106322.95,4682054731681287373
2025-11-01 04:00:15,0.0,106502.25,106580.65,106109.35,4682030734840011162
2025-11-01 04:00:30,0.0,106136.15,106422.85,105780.05,4682044348168352563
2025-11-01 04:00:45,0.0,106334.45,106607.15,106288.55,4682052216548438835
2025-11-01 04:01:00,0.0,106458.95,106458.95,106003.85,4682035016063411814
2025-11-01 04:01:15,0.0,106207.15,106502.15,106204.25,4682048196459049779
2025-11-01 04:01:30,0.0,106398.35,106719.95,106374.95,4682060902690298266
2025-11-01 04:01:45,0.0,106589.55,106637.65,106433.25,4682058573100036915
2025-11-01 04:02:00,0.0,106557.55,106601.85,106256.75,4682040376182597222
2025-11-01 04:02:15,0.0,106280.85,106339.45,105817.85,4682008325418647552
2025-11-01 04:02:30,0.0,105824.15,106786.55,105824.15,4682067719662390477
2025-11-01 04:02:45,0.0,106688.85,106688.85,106262.85,4682050498561520435
2025-11-01 04:03:00,0.0,106441.85,106664.75,106236.25,4682059246550908928
2025-11-01 04:03:15,0.0,106565.85,107149.55,106476.05,4682079999832883200
2025-11-01 04:03:30,0.0,106869.95,107262.85,106862.5,4682095819056427827
2025-11-01 04:03:45,0.0,107103.25,107122.55,106660.05,4682089270090294886
2025-11-01 04:04:00,0.0,106992.95,106992.95,106694.05,4682081367350470246
2025-11-01 04:04:15,0.0,106878.6,107201.65,106795.05,4682083044105702605
2025-11-01 04:04:30,0.0,106899.05,106973.45,106622.95,4682070166075762278
2025-11-01 04:04:45,0.0,106719.85,106719.85,106431.35,4682051336939136614
2025-11-01 04:05:00,0.0,106447.65,106913.95,106181.45,4682080707643493581
2025-11-01 04:05:15,0.0,106879.95,106992.15,106705.25,4682084576550033818
2025-11-01 04:05:30,0.0,106929.85,107177.65,106791.25,4682097791305410150
2025-11-01 04:05:45,0.0,107114.75,107198.05,106978.95,4682097440836078797
2025-11-01 04:06:00,0.0,107198.9,107264.25,107075.45,4682100643163694694
2025-11-01 04:06:15,0.0,107157.55,107157.55,106874.3,4682083050977650278
2025-11-01 04:06:30,0.0,106910.45,107019.15,106750.85,4682076343956720845
2025-11-01 04:06:45,0.0,106809.05,106866.15,106664.15,4682069898069803008
2025-11-01 04:07:00,0.0,106715.45,106715.45,106439.45,4682058861721839206
2025-11-01 04:07:15,0.0,106555.65,106571.65,105444.35,4681995577955713024
2025-11-01 04:07:30,0.0,105627.25,105637.55,104899.05,4681945021036678349
2025-11-01 04:07:45,0.0,104902.95,105047.05,104156.25,4681895701068224922
2025-11-01 04:08:00,0.0,104179.75,104856.25,104148.55,4681941729373742694
2025-11-01 04:08:15,0.0,104842.95,105190.75,104686.25,4681948457010515149
2025-11-01 04:08:30,0.0,104954.95,104956.15,104447.85,4681917251496129331
2025-11-01 04:08:45,0.0,104491.8,104760.15,104483.45,4681933153183046042
2025-11-01 04:09:00,0.0,104715.65,104910.45,104362.25,4681911362236973056
2025-11-01 04:09:15,0.0,104407.35,104659.35,104295.85,4681906263251799245
2025-11-01 04:09:30,0.0,104335.05,104704.75,104294.15,4681907555177961882
2025-11-01 04:09:45,0.0,104357.15,104557.15,104294.25,4681914433997583155
2025-11-01 04:10:00,0.0,104450.15,104509.25,103818.35,4681872453269245133
2025-11-01 04:10:15,0.0,103846.45,104463.55,103717.45,4681895357470841242
2025-11-01 04:10:30,0.0,104168.65,104598.95,104157.75,4681911094231013786
2025-11-01 04:10:45,0.0,104411.75,104447.55,103911.05,4681884918982325043
2025-11-01 04:11:00,0.0,104028.65,104058.15,103660.95,4681869525819536179
2025-11-01 04:11:15,0.0,103795.35,103998.65,103640.05,4681873683347878707
2025-11-01 04:11:30,0.0,103864.35,104106.95,103756.35,4681873463445553152
2025-11-01 04:11:45,0.0,103861.45,103969.95,103608.85,4681871889769535898
2025-11-01 04:12:00,0.0,103834.55,103855.85,103628.15,4681859630214886195
2025-11-01 04:12:15,0.0,103658.05,103876.55,103626.45,4681863870206600806
2025-11-01 04:12:30,0.0,103722.85,104061.45,103579.65,4681870879593227878
2025-11-01 04:12:45,0.0,103823.05,103843.45,103586.05,4681868893600350208
2025-11-01 04:13:00,0.0,103788.15,104226.25,103742.55,4681894656532178534
2025-11-01 04:13:15,0.0,104164.15,104455.95,104101.45,4681901810229706752
2025-11-01 04:13:30,0.0,104270.25,104669.95,104237.65,4681922790285954253
2025-11-01 04:13:45,0.0,104573.15,104611.05,104432.45,4681921168506303283
2025-11-01 04:14:00,0.0,104553.85,104611.35,104257.55,4681904930093950566
2025-11-01 04:14:15,0.0,104310.75,104317.75,103847.45,4681889385748312883
2025-11-01 04:14:30,0.0,104088.3,104099.35,103812.75,4681884506665464627
2025-11-01 04:14:45,0.0,104018.25,104047.05,103875.75,4681878232577238630
2025-11-01 04:15:00,0.0,103925.15,104065.95,103694.05,4681870213014303539
2025-11-01 04:15:15,0.0,103813.35,103949.95,103545.05,4681859719550205952
