<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
4294967295.2025.11	30:04:15	0.00	90922.15	90971.75	90879.85	4680985793348711219	150	0
4294967295.2025.11	30:04:30	0.00	90940.45	90973.45	90803.25	4680978447236648141	146	0
4294967295.2025.11	30:04:45	0.00	90828.85	90853.15	90731.15	4680974104165718426	150	0
4294967295.2025.11	30:05:00	0.00	90773.75	90799.65	90582.55	4680962552421679104	186	0
4294967295.2025.11	30:05:15	0.00	90595.15	90702.05	90440.55	4680967163498568090	237	0
4294967295.2025.11	30:05:30	0.00	90663.15	90885.45	90656.05	4680981216631560602	190	0
4294967295.2025.11	30:05:45	0.00	90873.85	90909.05	90832.75	4680982755947839488	138	0
4294967295.2025.11	30:06:00	0.00	90896.25	90954.75	90850.35	4680983731764409139	171	0
4294967295.2025.11	30:06:15	0.00	90910.45	90922.75	90832.65	4680979945321240986	115	0
4294967295.2025.11	30:06:30	0.00	90853.45	90883.45	90801.15	4680977732554090086	119	0
4294967295.2025.11	30:06:45	0.00	90823.15	90847.75	90772.75	4680978261694060954	112	0
4294967295.2025.11	30:07:00	0.00	90827.45	90827.45	90708.15	4680973190196677837	108	0
4294967295.2025.11	30:07:15	0.00	90757.05	90784.15	90648.05	4680966173938103091	139	0
4294967295.2025.11	30:07:30	0.00	90654.95	90765.25	90654.95	4680971499697550131	114	0
4294967295.2025.11	30:07:45	0.00	90732.45	90798.25	90704.55	4680973245172259226	99	0
4294967295.2025.11	30:08:00	0.00	90757.25	90854.15	90697.55	4680972317459323290	139	0
4294967295.2025.11	30:08:15	0.00	90738.35	90892.25	90690.55	4680982481069932544	166	0
4294967295.2025.11	30:08:30	0.00	90892.25	90919.55	90858.35	4680983113289118515	131	0
4294967295.2025.11	30:08:45	0.00	90901.45	90901.45	90841.05	4680980653131851366	105	0
4294967295.2025.11	30:09:00	0.00	90865.65	90943.15	90830.75	4680985978891298406	122	0
4294967295.2025.11	30:09:15	0.00	90937.45	90952.55	90891.05	4680984865635775283	111	0
4294967295.2025.11	30:09:30	0.00	90926.95	90949.95	90867.25	4680981326582723379	97	0
4294967295.2025.11	30:09:45	0.00	90875.45	91010.65	90872.65	4680985552830542643	149	0
4294967295.2025.11	30:10:00	0.00	90936.95	91008.95	90902.05	4680986913476182016	125	0
4294967295.2025.11	30:10:15	0.00	90956.75	91397.00	90928.95	4680998197214262067	391	0
4294967295.2025.11	30:10:30	0.00	91120.95	91184.75	90901.25	4680999626579378176	466	0
4294967295.2025.11	30:10:45	0.00	91135.85	91266.55	91075.45	4680999983920657203	259	0
4294967295.2025.11	30:11:00	0.00	91146.95	91544.75	91091.85	4681020448580829184	368	0
4294967295.2025.11	30:11:15	0.00	91454.85	91597.45	91286.75	4681016167357428531	343	0
4294967295.2025.11	30:11:30	0.00	91382.45	91400.65	91286.15	4681015974942893670	215	0
4294967295.2025.11	30:11:45	0.00	91379.65	91420.15	91264.15	4681015548882137907	212	0
4294967295.2025.11	30:12:00	0.00	91367.15	91434.65	91204.45	4681005254704522854	167	0
4294967295.2025.11	30:12:15	0.00	91223.25	91361.65	91196.55	4681014559321672909	130	0
4294967295.2025.11	30:12:30	0.00	91359.05	91359.05	91176.05	4681002677724145254	147	0
4294967295.2025.11	30:12:45	0.00	91189.55	91259.55	91164.85	4681003577949290496	137	0
4294967295.2025.11	30:13:00	0.00	91199.25	91367.25	91167.75	4681009879525307187	196	0
4294967295.2025.11	30:13:15	0.00	91290.95	91303.05	91183.65	4681004753052342682	128	0
4294967295.2025.11	30:13:30	0.00	91218.35	91234.55	91077.45	4680997317604959846	152	0
4294967295.2025.11	30:13:45	0.00	91108.15	91171.95	90953.65	4680991332138536141	161	0
4294967295.2025.11	30:14:00	0.00	91028.45	91234.35	90975.95	4681003949034464870	283	0
4294967295.2025.11	30:14:15	0.00	91204.65	91329.35	91204.65	4681005845692022784	230	0
4294967295.2025.11	30:14:30	0.00	91232.25	91442.65	91176.35	4681018689362224742	211	0
4294967295.2025.11	30:14:45	0.00	91422.45	91499.05	91365.55	4681020558531991962	309	0
4294967295.2025.11	30:15:00	0.00	91438.95	91490.25	91375.05	4681019685794637414	222	0
4294967295.2025.11	30:15:15	0.00	91433.65	91937.25	91433.65	4681046218384605184	642	0
4294967295.2025.11	30:15:30	0.00	91819.75	91862.55	91652.65	4681035257628065792	560	0
4294967295.2025.11	30:15:45	0.00	91658.35	91769.05	91605.55	4681041160631117414	285	0
4294967295.2025.11	30:16:00	0.00	91747.05	91752.75	91614.45	4681034962134315827	175	0
4294967295.2025.11	30:16:15	0.00	91655.95	91685.25	91455.55	4681025726236642509	266	0
4294967295.2025.11	30:16:30	0.00	91521.55	91555.55	91212.65	4681012779487225446	336	0
4294967295.2025.11	30:16:45	0.00	91333.15	91473.35	91296.55	4681021871073997619	212	0
4294967295.2025.11	30:17:00	0.00	91458.05	91469.20	91291.35	4681015968070945997	212	0
4294967295.2025.11	30:17:15	0.00	91371.85	91580.75	91319.65	4681027416735770214	213	0
4294967295.2025.11	30:17:30	0.00	91546.15	91546.15	91343.15	4681017170661788877	239	0
4294967295.2025.11	30:17:45	0.00	91400.45	91468.35	91383.35	4681018503819637555	148	0
4294967295.2025.11	30:18:00	0.00	91412.80	91468.25	91375.85	4681022063488532480	164	0
4294967295.2025.11	30:18:15	0.00	91473.15	91752.65	91434.55	4681039305205245542	265	0
4294967295.2025.11	30:18:30	0.00	91726.45	91742.55	91608.85	4681036625145652838	219	0
4294967295.2025.11	30:18:45	0.00	91683.65	91829.25	91651.95	4681044919586494874	219	0
4294967295.2025.11	30:19:00	0.00	91792.45	91792.45	91326.05	4681016401003649434	346	0
4294967295.2025.11	30:19:15	0.00	91384.35	91492.65	91323.35	4681013775919638118	240	0
4294967295.2025.11	30:19:30	0.00	91352.95	91498.15	91282.65	4681021527476613939	221	0
4294967295.2025.11	30:19:45	0.00	91461.45	91519.75	91442.95	4681021135775596544	128	0
4294967295.2025.11	30:20:00	0.00	91454.75	91454.75	91122.15	4681008195898127155	221	0
4294967295.2025.11	30:20:15	0.00	91266.45	91374.95	91202.95	4681014676144783360	181	0
4294967295.2025.11	30:20:30	0.00	91356.85	91408.55	91308.35	4681014772352050790	150	0
4294967295.2025.11	30:20:45	0.00	91362.15	91454.65	91337.85	4681019445276468838	131	0
4294967295.2025.11	30:21:00	0.00	91430.15	91459.65	91378.15	4681018957368184013	130	0
4294967295.2025.11	30:21:15	0.00	91424.65	91468.95	91268.05	4681011886134027878	174	0
4294967295.2025.11	30:21:30	0.00	91320.15	91459.65	91275.75	4681019245989986304	148	0
4294967295.2025.11	30:21:45	0.00	91427.25	91463.75	91402.05	4681019692666585088	95	0
4294967295.2025.11	30:22:00	0.00	91433.05	91603.35	91397.15	4681026791388531917	156	0
4294967295.2025.11	30:22:15	0.00	91529.35	91529.35	91276.15	4681009776446092083	174	0
4294967295.2025.11	30:22:30	0.00	91289.45	91309.35	91150.25	4681006958947545907	171	0
4294967295.2025.11	30:22:45	0.00	91245.05	91348.65	91230.15	4681009425976760730	167	0
4294967295.2025.11	30:23:00	0.00	91280.45	91307.05	90967.25	4680999764018331648	260	0
4294967295.2025.11	30:23:15	0.00	91148.85	91191.65	90870.35	4680993139460774298	328	0
4294967295.2025.11	30:23:30	0.00	91043.55	91165.45	91015.95	4680992665296384819	242	0
4294967295.2025.11	30:23:45	0.00	91039.85	91161.45	91031.55	4681000327518040883	189	0
4294967295.2025.12	01:00:00	0.00	91153.15	91290.55	91151.95	4681006773404958720	156	0
4294967295.2025.12	01:00:15	0.00	91241.35	91317.75	91165.65	4681003323687226573	182	0
4294967295.2025.12	01:00:30	0.00	91186.85	91186.85	91013.85	4680994101533448602	301	0
4294967295.2025.12	01:00:45	0.00	91058.35	91263.25	91024.35	4681003158760482406	242	0
4294967295.2025.12	01:01:00	0.00	91209.50	91232.55	90832.65	4680985972019350733	530	0
4294967295.2025.12	01:01:15	0.00	90943.05	90943.05	90617.05	4680964524670661427	512	0
4294967295.2025.12	01:01:30	0.00	90629.15	90690.45	90481.55	4680964242920806810	669	0
4294967295.2025.12	01:01:45	0.00	90621.65	90717.05	90306.35	4680943661437524378	613	0
4294967295.2025.12	01:02:00	0.00	90322.65	90396.25	88835.55	4680845743055123251	3237	0
4294967295.2025.12	01:02:15	0.00	88892.15	89072.15	88320.15	4680807452562685952	2592	0
4294967295.2025.12	01:02:30	0.00	88343.95	88420.95	87616.90	4680764138676499251	2753	0
4294967295.2025.12	01:02:45	0.00	87716.45	87747.15	86950.45	4680712887690749542	2091	0
4294967295.2025.12	01:03:00	0.00	86964.95	87671.95	86906.25	4680741021444525261	1975	0
4294967295.2025.12	01:03:15	0.00	87374.65	87720.35	87203.55	4680731022760660173	1388	0
4294967295.2025.12	01:03:30	0.00	87236.75	87578.85	87135.25	4680742773791182029	1224	0
4294967295.2025.12	01:03:45	0.00	87394.40	87445.35	87114.45	4680724405075050496	925	0
4294967295.2025.12	01:04:00	0.00	87141.85	87474.75	87029.90	4680740368609496269	901	0
4294967295.2025.12	01:04:15	0.00	87372.75	87430.65	87058.15	4680719024340022067	651	0
4294967295.2025.12	01:04:30	0.00	87057.65	87131.45	86558.05	4680700799934791680	1080	0
4294967295.2025.12	01:04:45	0.00	86789.75	86819.35	86450.95	4680693962346856448	965	0
4294967295.2025.12	01:05:00	0.00	86696.20	86797.75	86364.85	4680672487510376448	979	0
4294967295.2025.12	01:05:15	0.00	86375.05	86594.95	86290.75	4680671669748603290	964	0
4294967295.2025.12	01:05:30	0.00	86371.65	86434.05	86148.95	4680676115898748109	881	0
4294967295.2025.12	01:05:45	0.00	86435.95	86458.05	86225.15	4680669353902237286	555	0
4294967295.2025.12	01:06:00	0.00	86327.75	86342.35	85959.45	4680647679779274752	789	0
4294967295.2025.12	01:06:15	0.00	86031.05	86048.55	85688.05	4680627208247155098	948	0
4294967295.2025.12	01:06:30	0.00	85722.35	85992.15	85675.05	4680637804790467789	739	0
4294967295.2025.12	01:06:45	0.00	85880.45	85900.05	85726.75	4680630939714741862	535	0
4294967295.2025.12	01:07:00	0.00	85780.25	85908.95	85586.45	4680628170319829402	790	0
4294967295.2025.12	01:07:15	0.00	85736.35	85990.95	85675.05	4680645666298606387	576	0
4294967295.2025.12	01:07:30	0.00	85990.55	85990.55	85627.05	4680627785490759680	492	0
4294967295.2025.12	01:07:45	0.00	85730.75	85988.45	85730.75	4680645061567211110	430	0
4294967295.2025.12	01:08:00	0.00	85982.15	86256.35	85955.95	4680663423411394970	677	0
4294967295.2025.12	01:08:15	0.00	86243.05	86254.95	85973.45	4680650084960960512	517	0
4294967295.2025.12	01:08:30	0.00	86052.70	86268.05	85950.95	4680664323636540211	449	0
4294967295.2025.12	01:08:45	0.00	86258.55	86337.25	86093.15	4680660825815174349	400	0
4294967295.2025.12	01:09:00	0.00	86214.65	86256.65	86055.35	4680655527543518003	433	0
4294967295.2025.12	01:09:15	0.00	86128.65	86265.45	86022.15	4680661162540610355	434	0
4294967295.2025.12	01:09:30	0.00	86216.45	86464.95	86115.75	4680675861636684186	523	0
4294967295.2025.12	01:09:45	0.00	86426.65	86539.35	86409.75	4680682067005433446	511	0
4294967295.2025.12	01:10:00	0.00	86518.35	86639.95	86366.15	4680676727502091059	504	0
4294967295.2025.12	01:10:15	0.00	86442.95	86621.55	86417.55	4680689000800636109	365	0
4294967295.2025.12	01:10:30	0.00	86625.75	86774.95	86475.05	4680699081947873280	417	0
4294967295.2025.12	01:10:45	0.00	86774.95	86862.45	86710.65	4680704476426797056	379	0
4294967295.2025.12	01:11:00	0.00	86838.45	86911.65	86576.15	4680689090135955866	612	0
4294967295.2025.12	01:11:15	0.00	86618.45	86759.85	86496.95	4680686671210374758	461	0
4294967295.2025.12	01:11:30	0.00	86592.35	86823.45	86557.55	4680702627872872858	363	0
4294967295.2025.12	01:11:45	0.00	86819.85	86874.65	86661.15	4680693075865606554	372	0
4294967295.2025.12	01:12:00	0.00	86683.45	86791.75	86644.25	4680690966177670758	339	0
4294967295.2025.12	01:12:15	0.00	86651.95	86665.25	86524.45	4680685131894095872	291	0
4294967295.2025.12	01:12:30	0.00	86565.25	86642.95	86529.75	4680688059343804826	274	0
4294967295.2025.12	01:12:45	0.00	86609.85	86674.95	86577.35	4680688705306886144	253	0
4294967295.2025.12	01:13:00	0.00	86617.25	86677.70	86458.35	4680677964452672307	298	0
4294967295.2025.12	01:13:15	0.00	86460.95	86512.05	86388.45	4680676225849910886	371	0
4294967295.2025.12	01:13:30	0.00	86441.05	86455.65	86225.05	4680663698289301914	400	0
4294967295.2025.12	01:13:45	0.00	86257.65	86340.25	86101.05	4680653658373750784	380	0
4294967295.2025.12	01:14:00	0.00	86111.65	86196.25	85775.05	4680635667614741299	862	0
4294967295.2025.12	01:14:15	0.00	85845.45	86021.15	85775.05	4680633131866049741	589	0
4294967295.2025.12	01:14:30	0.00	85809.45	85849.75	85367.75	4680608695220122419	814	0
4294967295.2025.12	01:14:45	0.00	85459.45	85517.65	84718.75	4680605595971721626	1853	0
